127.0.0.1; 26/Oct/2015:00:00:01 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+20%3A59%3A07.641&campaign=&country_code=ES&city=None&ip_address=95.23.180.153&language=espa%3Fol&device_name=&device_type=Lenovo%3A%3ATab2A7-10F&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A23.001&campaign=&country_code=BR&city=None&ip_address=138.97.85.242&language=portugu%3Fs&device_name=&device_type=motorola%3A%3AXT1069&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A26.635&campaign=&country_code=BR&city=None&ip_address=191.59.9.231&language=portugu%3Fs&device_name=&device_type=google%3A%3AGalaxy+Nexus&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A40.086&campaign=&country_code=BR&city=None&ip_address=177.30.128.89&language=portugu%3Fs&device_name=&device_type=samsung%3A%3AGT-I9195&app_version=4.14.0&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A19.310&campaign=&country_code=BR&city=None&ip_address=179.111.253.231&language=portugu%3Fs&device_name=&device_type=lge%3A%3ALG-E615&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A26.509&campaign=&country_code=RS&city=Belgrade&ip_address=79.101.148.53&language=Srpski&device_name=&device_type=samsung%3A%3AGT-I9060I&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A23.941&campaign=&country_code=UA&city=None&ip_address=92.249.101.140&language=ru-UA&device_name=iPhone+r2d2&device_type=iPhone5%3B1&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A45.868&campaign=&country_code=BR&city=None&ip_address=179.197.98.204&language=portugu%3Fs&device_name=&device_type=CCE%3A%3ACCE-SC452TV&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A30.054&campaign=&country_code=RU&city=None&ip_address=83.149.21.75&language=%3F%3F%3F%3F%3F%3F%3F&device_name=&device_type=Lenovo%3A%3ALenovo+S660&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A32.415&campaign=&country_code=ID&city=Jakarta&ip_address=114.79.12.89&language=Bahasa+Indonesia&device_name=&device_type=Smartfren%3A%3ASmartfren+Andromax+AD688G&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A45.479&campaign=&country_code=GB&city=London&ip_address=217.138.10.28&language=en&device_name=iPhone+Simulator&device_type=x86_64&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:18 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A40.991&campaign=&country_code=AE&city=Dubai&ip_address=94.204.67.221&language=English&device_name=&device_type=samsung%3A%3ASM-G928C&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:19 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A23%3A17.004&campaign=&country_code=BR&city=Itaquaquecetuba&ip_address=200.158.170.98&language=portugu%3Fs&device_name=&device_type=samsung%3A%3ASM-J500M&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:20 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A23%3A18.910&campaign=&country_code=GB&city=Doncaster&ip_address=90.217.212.3&language=English&device_name=&device_type=samsung%3A%3ASM-G925F&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:22 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A23.173&campaign=&country_code=TR&city=Atak%3Fy&ip_address=46.2.131.102&language=tr-TR&device_name=DeamoN&device_type=iPhone7%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:22 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A00.937&campaign=&country_code=CR&city=Desamparados&ip_address=190.171.118.252&language=espa%3Fol&device_name=&device_type=samsung%3A%3AGT-I8200L&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:22 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A21%3A57.802&campaign=&country_code=RU&city=None&ip_address=37.112.155.141&language=%3F%3F%3F%3F%3F%3F%3F&device_name=&device_type=Beeline+Smart+4%3A%3ABeeline+Smart+4&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:22 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A12.906&campaign=&country_code=RU&city=Moscow&ip_address=86.62.86.193&language=ru&device_name=iPhone+%28daria%29&device_type=iPhone7%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:22 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A08.650&campaign=&country_code=US&city=Brooklyn&ip_address=172.56.35.1&language=espa%3Fol&device_name=&device_type=samsung%3A%3ASGH-M819N&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:22 +0300; tracker.internal; /api/postback; 200; 3; 0.032 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A28.894&campaign=&country_code=MA&city=None&ip_address=105.138.194.252&language=fran%3Fais&device_name=&device_type=samsung%3A%3ASM-G350&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:23 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A43.223&campaign=&country_code=VE&city=Caracas&ip_address=186.185.252.229&language=espa%3Fol&device_name=&device_type=samsung%3A%3AGT-I8200N&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A23%3A21.501&campaign=&country_code=BR&city=None&ip_address=189.40.89.132&language=portugu%3Fs&device_name=&device_type=motorola%3A%3AXT1078&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A27.727&campaign=&country_code=BR&city=S%3Fo+Paulo&ip_address=189.33.41.140&language=portugu%3Fs&device_name=&device_type=samsung%3A%3ASM-G360M&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A34.567&campaign=&country_code=CR&city=San+Jos%3F&ip_address=186.26.115.145&language=espa%3Fol&device_name=&device_type=samsung%3A%3AGT-I8200L&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A30.422&campaign=&country_code=DE&city=Bad+Nauheim&ip_address=88.69.0.199&language=T%3Frk%3Fe&device_name=&device_type=Archos%3A%3AARCHOS+50c+Neon&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A25.946&campaign=&country_code=BR&city=None&ip_address=179.247.59.246&language=portugu%3Fs&device_name=&device_type=samsung%3A%3AGT-I9082L&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A41.022&campaign=&country_code=DE&city=Mertesdorf&ip_address=88.134.129.15&language=de-DE&device_name=Ali&device_type=iPhone5%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A42.404&campaign=&country_code=AE&city=None&ip_address=2.48.49.204&language=%3F%3F%3F%3F%3F%3F%3F&device_name=&device_type=samsung%3A%3ASM-G920F&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A42.360&campaign=&country_code=IQ&city=Arbil&ip_address=109.127.71.207&language=ar&device_name=Aree&device_type=iPhone7%3B1&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A46.065&campaign=&country_code=SA&city=None&ip_address=95.185.145.240&language=ar&device_name=%3FiPhone+%3F%3F%3F%3F%3F+%3F%3F+Mahde&device_type=iPhone6%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:24 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A48.701&campaign=&country_code=EE&city=Paldiski&ip_address=85.196.229.115&language=ru-EE&device_name=iPhone+%28Aleksandra%29&device_type=iPhone6%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:26 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A36.660&campaign=&country_code=FR&city=Rib%3Fcourt&ip_address=85.192.229.131&language=fran%3Fais&device_name=&device_type=samsung%3A%3ASM-T800&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:26 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A37.403&campaign=&country_code=GB&city=Abergavenny&ip_address=88.106.177.115&language=English&device_name=&device_type=samsung%3A%3ASM-A300FU&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:26 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A47.750&campaign=&country_code=ES&city=None&ip_address=85.251.177.202&language=espa%3Fol&device_name=&device_type=samsung%3A%3AGT-I9300&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:26 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A45.991&campaign=&country_code=PL&city=None&ip_address=46.151.138.32&language=polski&device_name=&device_type=lge%3A%3ALG-P710&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:27 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A23%3A26.825&campaign=&country_code=BR&city=None&ip_address=191.209.76.87&language=English&device_name=&device_type=samsung%3A%3ASM-G920I&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:29 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A01.989&campaign=&country_code=CZ&city=Ceska&ip_address=78.45.157.120&language=%3Fe%3Ftina&device_name=&device_type=lge%3A%3ALG-D855&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:29 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A20.175&campaign=&country_code=DE&city=None&ip_address=80.187.103.68&language=de-DE&device_name=Romans+iPhone&device_type=iPhone6%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:29 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A31.016&campaign=&country_code=ES&city=Madrid&ip_address=47.60.32.42&language=espa%3Fol&device_name=&device_type=TCT%3A%3AALCATEL+ONE+TOUCH+7041X&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:29 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A34.878&campaign=&country_code=CA&city=Ormstown&ip_address=72.11.172.247&language=fran%3Fais&device_name=&device_type=google%3A%3ANexus+5&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:29 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A51.752&campaign=&country_code=MA&city=None&ip_address=105.154.164.104&language=fran%3Fais&device_name=&device_type=samsung%3A%3AGT-S5670&app_version=2.56.10&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:29 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A57.455&campaign=&country_code=IT&city=Rome&ip_address=5.86.28.66&language=it-IT&device_name=iPhone&device_type=iPhone7%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:29 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A33.339&campaign=&country_code=RU&city=None&ip_address=85.140.1.151&language=ru&device_name=iPhone+Alena&device_type=iPhone4%3B1&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:29 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A40.201&campaign=&country_code=US&city=Gautier&ip_address=162.206.212.219&language=en-US&device_name=iPhone&device_type=iPhone5%3B3&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:29 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A52.919&campaign=&country_code=EC&city=Quito&ip_address=186.47.190.248&language=espa%3Fol&device_name=&device_type=Bmobile%3A%3AAX512&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:33 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A52.415&campaign=&country_code=IE&city=Dublin&ip_address=46.7.99.58&language=English&device_name=&device_type=samsung%3A%3ASM-G920F&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:33 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A36.552&campaign=&country_code=GB&city=London&ip_address=217.138.10.28&language=en&device_name=iPhone+Simulator&device_type=x86_64&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:34 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A48.720&campaign=&country_code=DZ&city=Chlef&ip_address=41.100.109.253&language=fran%3Fais&device_name=&device_type=Lenovo%3A%3ALenovo+A319&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:34 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A23%3A00.961&campaign=&country_code=GB&city=London&ip_address=217.138.10.28&language=en&device_name=iPhone+Simulator&device_type=x86_64&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:34 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A41.518&campaign=&country_code=TR&city=None&ip_address=178.241.2.255&language=tr-TR&device_name=iPhone&device_type=iPhone7%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:34 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A50.081&campaign=&country_code=US&city=Brooklyn&ip_address=107.107.56.54&language=en&device_name=Fuck+your+music&device_type=iPhone5%3B3&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:34 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A42.598&campaign=&country_code=CZ&city=None&ip_address=90.179.161.2&language=%3Fe%3Ftina&device_name=&device_type=Vodafone%3A%3AVodafone+785&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:34 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A52.245&campaign=&country_code=NI&city=Managua&ip_address=152.231.35.156&language=espa%3Fol&device_name=&device_type=samsung%3A%3AGT-I9500&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:34 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A52.143&campaign=&country_code=DK&city=None&ip_address=94.191.189.93&language=da-DK&device_name=Denniss+iPhone&device_type=iPhone7%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:34 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A43.068&campaign=&country_code=GB&city=Wigan&ip_address=62.232.8.189&language=sv-SE&device_name=Amandas+iPhone&device_type=iPhone7%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:34 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A47.085&campaign=&country_code=MX&city=None&ip_address=187.145.62.50&language=espa%3Fol&device_name=&device_type=ZTE%3A%3ABlade+L3&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A38.859&campaign=&country_code=DE&city=Bielefeld&ip_address=84.63.151.239&language=%3F%3F%3F%3F%3F%3F%3F%3F%3F&device_name=&device_type=Sony%3A%3AC1505&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A36.969&campaign=&country_code=VE&city=None&ip_address=190.75.137.240&language=espa%3Fol&device_name=&device_type=lge%3A%3ALG-E400&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A41.326&campaign=&country_code=BR&city=None&ip_address=186.212.4.20&language=portugu%3Fs&device_name=&device_type=samsung%3A%3AGT-S7562L&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A37.195&campaign=&country_code=ES&city=None&ip_address=31.4.192.188&language=espa%3Fol&device_name=&device_type=lge%3A%3ALG-H340n&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A39.824&campaign=&country_code=AR&city=Buenos+Aires&ip_address=200.81.44.231&language=espa%3Fol&device_name=&device_type=Sony%3A%3AC2104&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A40.272&campaign=&country_code=AR&city=None&ip_address=181.91.12.84&language=espa%3Fol&device_name=&device_type=samsung%3A%3AGT-S5301L&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A41.436&campaign=&country_code=DE&city=Berlin&ip_address=85.179.175.15&language=Deutsch&device_name=&device_type=iris353%3A%3Airis353&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A45.858&campaign=&country_code=UA&city=None&ip_address=159.224.154.28&language=%3F%3F%3F%3F%3F%3F%3F&device_name=&device_type=Lenovo%3A%3ALenovo+S60-a&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A23%3A33.644&campaign=&country_code=MX&city=None&ip_address=189.197.180.50&language=espa%3Fol&device_name=&device_type=motorola%3A%3AXT1032&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A39.877&campaign=&country_code=FR&city=None&ip_address=77.148.146.68&language=fr-FR&device_name=iPhone+de+Maxime&device_type=iPhone5%3B2&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:35 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A42.753&campaign=&country_code=CA&city=Vancouver&ip_address=184.151.118.118&language=English&device_name=&device_type=motorola%3A%3AXT1032&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A23%3A32.820&campaign=&country_code=PT&city=None&ip_address=77.54.139.201&language=portugu%3Fs&device_name=&device_type=samsung%3A%3AGT-I9060I&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A35.759&campaign=&country_code=BR&city=None&ip_address=189.78.198.72&language=portugu%3Fs&device_name=&device_type=motorola%3A%3AMotoG3&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A52.781&campaign=&country_code=MX&city=Hidalgo&ip_address=148.246.5.89&language=espa%3Fol&device_name=&device_type=TCT%3A%3AALCATEL+ONE+TOUCH+5036A&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A38.982&campaign=&country_code=BR&city=None&ip_address=189.115.122.55&language=portugu%3Fs&device_name=&device_type=samsung%3A%3AGT-I9195&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A34.807&campaign=&country_code=GA&city=None&ip_address=154.0.180.80&language=fran%3Fais&device_name=&device_type=samsung%3A%3ASM-G361H&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A52.594&campaign=&country_code=BR&city=None&ip_address=179.159.234.235&language=portugu%3Fs&device_name=&device_type=samsung%3A%3ASM-G530BT&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.001 [0.001];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A45.331&campaign=&country_code=DK&city=None&ip_address=109.57.31.26&language=da-DK&device_name=Helges+iPhone&device_type=iPhone7%3B1&app_version=&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A47.861&campaign=&country_code=BR&city=S%3Fo+Paulo&ip_address=187.37.86.247&language=portugu%3Fs&device_name=&device_type=samsung%3A%3AGT-I9063T&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=com.example.mobile&click_time=&install_time=2015-10-25+21%3A22%3A42.787&campaign=&country_code=CL&city=None&ip_address=201.223.165.17&language=espa%3Fol&device_name=&device_type=samsung%3A%3ASM-G800H&app_version=4.16.2&media_source= ; -
127.0.0.1; 26/Oct/2015:00:23:36 +0300; tracker.internal; /api/postback; 200; 3; 0.000 [0.000];  app_id=id12345&click_time=&install_time=2015-10-25+21%3A22%3A57.823&campaign=&country_code=DE&city=None&ip_address=91.61.201.44&language=de-LB&device_name=Abbass%27s+iPhone&device_type=iPhone7%3B1&app_version=&media_source= ; -
